"Ja","Nein","Abstimmung_de","Abstimmung_fr","Abstimmung_it"
63.4,36.6,"<b>Ost- und Westumfahrung Flecken Beromünster</b><br>71 von 80 Gemeinden ausgezählt (88.8%)","<b>NA</b><br>71 des 80 communes sont connus (88.8%)","<b>NA</b><br>71 dei 80 comuni sono noti (88.8%)"
