"Ja","Nein","Abstimmung_de","Abstimmung_fr","Abstimmung_it"
87.6,12.4,"<b>NA</b><br>34 von 51 Gemeinden ausgezählt (66.7%)","<b>Loi pour destituer les ministres, les autorités judiciaires et les membres des exécutifs communaux</b><br>34 des 51 communes sont connus (66.7%)","<b>NA</b><br>34 dei 51 comuni sono noti (66.7%)"
